season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,1928,Gold,USA,United States,Robert Wade KING,1928 Amsterdam,Athletics,Men's,high jump
Summer,1928,Silver,USA,United States,Ben HEDGES,1928 Amsterdam,Athletics,Men's,high jump
Summer,1928,Gold,USA,United States,Sabin CARR,1928 Amsterdam,Athletics,Men's,pole vault
Summer,1928,Silver,USA,United States,William Herbert DROEGEMUELLER,1928 Amsterdam,Athletics,Men's,pole vault
Summer,1928,Bronze,USA,United States,Charles MCGINNIS,1928 Amsterdam,Athletics,Men's,pole vault
Summer,1928,Gold,USA,United States,John KUCK,1928 Amsterdam,Athletics,Men's,shot put
Summer,1928,Silver,USA,United States,Herman BRIX,1928 Amsterdam,Athletics,Men's,shot put
Summer,1928,Gold,USA,United States,Bud HOUSER,1928 Amsterdam,Athletics,Men's,discus throw
Summer,1928,Bronze,USA,United States,James CORSON,1928 Amsterdam,Athletics,Men's,discus throw
Summer,1928,Bronze,USA,United States,Edmund BLACK,1928 Amsterdam,Athletics,Men's,hammer throw
Summer,1928,Bronze,USA,United States,John Kenneth DOHERTY,1928 Amsterdam,Athletics,Men's,decathlon
Summer,1928,Gold,USA,United States,Elizabeth ROBINSON,1928 Amsterdam,Athletics,Women's,100m
Summer,1928,Silver,USA,United States,"Mary WASHBURN, Elizabeth ROBINSON, Loretta MCNEIL, Jessica West CROSS",1928 Amsterdam,Athletics,Women's,4x100m relay
Summer,1928,Bronze,USA,United States,Mildred WILEY,1928 Amsterdam,Athletics,Women's,high jump
Summer,1928,Silver,USA,United States,Lillian COPELAND,1928 Amsterdam,Athletics,Women's,discus throw
Summer,1932,Gold,USA,United States,Eddie TOLAN,1932 Los Angeles,Athletics,Men's,100m
Summer,1932,Silver,USA,United States,Ralph METCALFE,1932 Los Angeles,Athletics,Men's,100m
Summer,1932,Gold,USA,United States,Eddie TOLAN,1932 Los Angeles,Athletics,Men's,200m
Summer,1932,Silver,USA,United States,George SIMPSON,1932 Los Angeles,Athletics,Men's,200m
Summer,1932,Bronze,USA,United States,Ralph METCALFE,1932 Los Angeles,Athletics,Men's,200m
Summer,1932,Gold,USA,United States,William Arthur CARR,1932 Los Angeles,Athletics,Men's,400m
Summer,1932,Silver,USA,United States,Benjamin Bangs EASTMAN,1932 Los Angeles,Athletics,Men's,400m
Summer,1932,Silver,USA,United States,Ralph HILL,1932 Los Angeles,Athletics,Men's,5000m
Summer,1932,Gold,USA,United States,George SALING,1932 Los Angeles,Athletics,Men's,110m hurdles
Summer,1932,Silver,USA,United States,Percy BEARD,1932 Los Angeles,Athletics,Men's,110m hurdles
Summer,1932,Silver,USA,United States,Glenn HARDIN,1932 Los Angeles,Athletics,Men's,400m hurdles
Summer,1932,Bronze,USA,United States,Morgan TAYLOR,1932 Los Angeles,Athletics,Men's,400m hurdles
Summer,1932,Bronze,USA,United States,Joseph MCCLUSKEY,1932 Los Angeles,Athletics,Men's,3000m steeplechase
Summer,1932,Gold,USA,United States,"Hector DYER, Emmett TOPPINO, Frank WYKOFF, Robert Allan KIESEL",1932 Los Angeles,Athletics,Men's,4x100m relay
Summer,1932,Gold,USA,United States,"Ivan FUQUA, William Arthur CARR, Edgar ABLOWICH, Karl WARNER",1932 Los Angeles,Athletics,Men's,4x400m relay
Summer,1932,Gold,USA,United States,Edward Lansing GORDON,1932 Los Angeles,Athletics,Men's,long jump
Summer,1932,Silver,USA,United States,Lambert REDD,1932 Los Angeles,Athletics,Men's,long jump
Summer,1932,Silver,USA,United States,Robert VAN OSDEL,1932 Los Angeles,Athletics,Men's,high jump
Summer,1932,Gold,USA,United States,William Waring MILLER,1932 Los Angeles,Athletics,Men's,pole vault
Summer,1932,Bronze,USA,United States,George JEFFERSON,1932 Los Angeles,Athletics,Men's,pole vault
Summer,1932,Gold,USA,United States,Leo SEXTON,1932 Los Angeles,Athletics,Men's,shot put
Summer,1932,Silver,USA,United States,Harlow ROTHERT,1932 Los Angeles,Athletics,Men's,shot put
Summer,1932,Gold,USA,United States,John ANDERSON,1932 Los Angeles,Athletics,Men's,discus throw
Summer,1932,Silver,USA,United States,Henri LABORDE,1932 Los Angeles,Athletics,Men's,discus throw
Summer,1932,Bronze,USA,United States,Peter ZAREMBA,1932 Los Angeles,Athletics,Men's,hammer throw
Summer,1932,Gold,USA,United States,Jim BAUSCH,1932 Los Angeles,Athletics,Men's,decathlon
Summer,1932,Bronze,USA,United States,Wilhelmina VON BREMEN,1932 Los Angeles,Athletics,Women's,100m
Summer,1932,Gold,USA,United States,Mildred DIDRIKSON,1932 Los Angeles,Athletics,Women's,80m hurdles
Summer,1932,Silver,USA,United States,Evelyne HALL,1932 Los Angeles,Athletics,Women's,80m hurdles
Summer,1932,Gold,USA,United States,"Mary CAREW, Annette ROGERS, Wilhelmina VON BREMEN, Evelyn FURTSCH",1932 Los Angeles,Athletics,Women's,4x100m relay
Summer,1932,Gold,USA,United States,Jean SHILEY,1932 Los Angeles,Athletics,Women's,high jump
Summer,1932,Silver,USA,United States,Mildred DIDRIKSON,1932 Los Angeles,Athletics,Women's,high jump
Summer,1932,Gold,USA,United States,Lillian COPELAND,1932 Los Angeles,Athletics,Women's,discus throw
Summer,1932,Silver,USA,United States,Ruth OSBURN,1932 Los Angeles,Athletics,Women's,discus throw
Summer,1932,Gold,USA,United States,Mildred DIDRIKSON,1932 Los Angeles,Athletics,Women's,javelin throw
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,100m
Summer,1936,Silver,USA,United States,Ralph METCALFE,1936 Berlin,Athletics,Men's,100m
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,200m
Summer,1936,Silver,USA,United States,Matthew Mackenzie ROBINSON,1936 Berlin,Athletics,Men's,200m
Summer,1936,Gold,USA,United States,Archibald Franklin WILLIAMS,1936 Berlin,Athletics,Men's,400m
Summer,1936,Bronze,USA,United States,James Ellis LU VALLE,1936 Berlin,Athletics,Men's,400m
Summer,1936,Gold,USA,United States,John WOODRUFF,1936 Berlin,Athletics,Men's,800m
Summer,1936,Silver,USA,United States,Glenn CUNNINGHAM,1936 Berlin,Athletics,Men's,1500m
Summer,1936,Gold,USA,United States,Forrest TOWNS,1936 Berlin,Athletics,Men's,110m hurdles
Summer,1936,Bronze,USA,United States,Fritz POLLARD,1936 Berlin,Athletics,Men's,110m hurdles
Summer,1936,Gold,USA,United States,Glenn HARDIN,1936 Berlin,Athletics,Men's,400m hurdles
Summer,1936,Gold,USA,United States,"Ralph METCALFE, Foy DRAPER, Jesse OWENS, Frank WYKOFF",1936 Berlin,Athletics,Men's,4x100m relay
Summer,1936,Silver,USA,United States,"Alfred FITCH, Robert YOUNG, Harold CAGLE, Edward O'BRIEN",1936 Berlin,Athletics,Men's,4x400m relay
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,long jump
Summer,1936,Gold,USA,United States,Cornelius JOHNSON,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Silver,USA,United States,Dave ALBRITTON,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Bronze,USA,United States,Delos THURBER,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Gold,USA,United States,Earle MEADOWS,1936 Berlin,Athletics,Men's,pole vault
Summer,1936,Gold,USA,United States,William Kenneth CARPENTER,1936 Berlin,Athletics,Men's,discus throw
Summer,1936,Silver,USA,United States,Gordon DUNN,1936 Berlin,Athletics,Men's,discus throw
Summer,1936,Gold,USA,United States,Glenn MORRIS,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Silver,USA,United States,Robert Hyatt CLARK,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Bronze,USA,United States,Jack PARKER,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Gold,USA,United States,Helen STEPHENS,1936 Berlin,Athletics,Women's,100m
Summer,1936,Gold,USA,United States,"Helen STEPHENS, Harriet BLAND, Annette ROGERS, Elizabeth ROBINSON",1936 Berlin,Athletics,Women's,4x100m relay
Summer,1948,Gold,USA,United States,Harrison DILLARD,1948 London,Athletics,Men's,100m
Summer,1948,Silver,USA,United States,Barney EWELL,1948 London,Athletics,Men's,100m
Summer,1948,Gold,USA,United States,Mel PATTON,1948 London,Athletics,Men's,200m
Summer,1948,Silver,USA,United States,Barney EWELL,1948 London,Athletics,Men's,200m
Summer,1948,Bronze,USA,United States,Mal WHITFIELD,1948 London,Athletics,Men's,400m
Summer,1948,Gold,USA,United States,Mal WHITFIELD,1948 London,Athletics,Men's,800m
Summer,1948,Gold,USA,United States,Bill PORTER,1948 London,Athletics,Men's,110m hurdles
Summer,1948,Silver,USA,United States,Clyde SCOTT,1948 London,Athletics,Men's,110m hurdles
Summer,1948,Bronze,USA,United States,Craig DIXON,1948 London,Athletics,Men's,110m hurdles
Summer,1948,Gold,USA,United States,Roy Braxton COCHRAN,1948 London,Athletics,Men's,400m hurdles
Summer,1948,Gold,USA,United States,"Lorenzo WRIGHT, Barney EWELL, Harrison DILLARD, Mel PATTON",1948 London,Athletics,Men's,4x100m relay
Summer,1948,Gold,USA,United States,"Roy Braxton COCHRAN, Mal WHITFIELD, Arthur Harold HARNDEN, Clifford Frederick BOURLAND",1948 London,Athletics,Men's,4x400m relay
Summer,1948,Gold,USA,United States,William Samuel STEELE,1948 London,Athletics,Men's,long jump
Summer,1948,Bronze,USA,United States,Herbert Paul Jr. DOUGLAS,1948 London,Athletics,Men's,long jump
Summer,1948,Bronze,USA,United States,George STANICH,1948 London,Athletics,Men's,high jump
Summer,1948,Gold,USA,United States,Guinn SMITH,1948 London,Athletics,Men's,pole vault
Summer,1948,Bronze,USA,United States,Bob RICHARDS,1948 London,Athletics,Men's,pole vault
Summer,1948,Gold,USA,United States,Wilbur THOMPSON,1948 London,Athletics,Men's,shot put
Summer,1948,Silver,USA,United States,Francis James DELANEY,1948 London,Athletics,Men's,shot put
Summer,1948,Bronze,USA,United States,James FUCHS,1948 London,Athletics,Men's,shot put
Summer,1948,Bronze,USA,United States,Fortune GORDIEN,1948 London,Athletics,Men's,discus throw
Summer,1948,Bronze,USA,United States,Robert Howard BENNETT,1948 London,Athletics,Men's,hammer throw
Summer,1948,Silver,USA,United States,Steve SEYMOUR,1948 London,Athletics,Men's,javelin throw
Summer,1948,Gold,USA,United States,Bob MATHIAS,1948 London,Athletics,Men's,decathlon
Summer,1948,Bronze,USA,United States,Floyd SIMMONS,1948 London,Athletics,Men's,decathlon
Summer,1948,Bronze,USA,United States,Audrey PATTERSON,1948 London,Athletics,Women's,200m
Summer,1948,Gold,USA,United States,Alice COACHMAN,1948 London,Athletics,Women's,high jump
Summer,1952,Gold,USA,United States,Lindy REMIGINO,1952 Helsinki,Athletics,Men's,100m
Summer,1952,Gold,USA,United States,Andy STANFIELD,1952 Helsinki,Athletics,Men's,200m
Summer,1952,Silver,USA,United States,Thane BAKER,1952 Helsinki,Athletics,Men's,200m
Summer,1952,Bronze,USA,United States,James GATHERS,1952 Helsinki,Athletics,Men's,200m
Summer,1952,Bronze,USA,United States,Ollie MATSON,1952 Helsinki,Athletics,Men's,400m
Summer,1952,Gold,USA,United States,Mal WHITFIELD,1952 Helsinki,Athletics,Men's,800m
Summer,1952,Silver,USA,United States,Robert MCMILLEN,1952 Helsinki,Athletics,Men's,1500m
Summer,1952,Gold,USA,United States,Harrison DILLARD,1952 Helsinki,Athletics,Men's,110m hurdles
Summer,1952,Silver,USA,United States,Jack DAVIS,1952 Helsinki,Athletics,Men's,110m hurdles
Summer,1952,Bronze,USA,United States,Arthur BARNARD,1952 Helsinki,Athletics,Men's,110m hurdles
Summer,1952,Gold,USA,United States,Charles Hewes Jr. MOORE,1952 Helsinki,Athletics,Men's,400m hurdles
Summer,1952,Gold,USA,United States,Horace ASHENFELTER,1952 Helsinki,Athletics,Men's,3000m steeplechase
Summer,1952,Gold,USA,United States,"Lindy REMIGINO, Harrison DILLARD, Dean SMITH, Andy STANFIELD",1952 Helsinki,Athletics,Men's,4x100m relay
Summer,1952,Silver,USA,United States,"Mal WHITFIELD, Ollie MATSON, Gerrard Eugene COLE, Charles Hewes Jr. MOORE",1952 Helsinki,Athletics,Men's,4x400m relay
Summer,1952,Gold,USA,United States,Jerome BIFFLE,1952 Helsinki,Athletics,Men's,long jump
Summer,1952,Silver,USA,United States,Meredith GOURDINE,1952 Helsinki,Athletics,Men's,long jump
Summer,1952,Gold,USA,United States,Walt DAVIS,1952 Helsinki,Athletics,Men's,high jump
Summer,1952,Silver,USA,United States,Kenneth WIESNER,1952 Helsinki,Athletics,Men's,high jump
Summer,1952,Gold,USA,United States,Bob RICHARDS,1952 Helsinki,Athletics,Men's,pole vault
Summer,1952,Silver,USA,United States,Don LAZ,1952 Helsinki,Athletics,Men's,pole vault
Summer,1952,Gold,USA,United States,Parry O'BRIEN,1952 Helsinki,Athletics,Men's,shot put
Summer,1952,Silver,USA,United States,Darrow Clarence HOOPER,1952 Helsinki,Athletics,Men's,shot put
Summer,1952,Bronze,USA,United States,James FUCHS,1952 Helsinki,Athletics,Men's,shot put
Summer,1952,Gold,USA,United States,Sim INESS,1952 Helsinki,Athletics,Men's,discus throw
Summer,1952,Bronze,USA,United States,James DILLION,1952 Helsinki,Athletics,Men's,discus throw
Summer,1952,Gold,USA,United States,Cy YOUNG,1952 Helsinki,Athletics,Men's,javelin throw
Summer,1952,Silver,USA,United States,William Preston MILLER,1952 Helsinki,Athletics,Men's,javelin throw
Summer,1952,Gold,USA,United States,Bob MATHIAS,1952 Helsinki,Athletics,Men's,decathlon
Summer,1952,Silver,USA,United States,Milton Gray CAMPBELL,1952 Helsinki,Athletics,Men's,decathlon
Summer,1952,Bronze,USA,United States,Floyd SIMMONS,1952 Helsinki,Athletics,Men's,decathlon
Summer,1952,Gold,USA,United States,"Janet MOREAU, Mae FAGGS, Barbara JONES, Catherine HARDY",1952 Helsinki,Athletics,Women's,4x100m relay
Summer,1956,Gold,USA,United States,Bobby MORROW,1956 Melbourne / Stockholm,Athletics,Men's,100m
Summer,1956,Silver,USA,United States,Thane BAKER,1956 Melbourne / Stockholm,Athletics,Men's,100m
Summer,1956,Gold,USA,United States,Bobby MORROW,1956 Melbourne / Stockholm,Athletics,Men's,200m
Summer,1956,Silver,USA,United States,Andy STANFIELD,1956 Melbourne / Stockholm,Athletics,Men's,200m
Summer,1956,Bronze,USA,United States,Thane BAKER,1956 Melbourne / Stockholm,Athletics,Men's,200m
Summer,1956,Gold,USA,United States,Charles JENKINS,1956 Melbourne / Stockholm,Athletics,Men's,400m
Summer,1956,Gold,USA,United States,Thomas COURTNEY,1956 Melbourne / Stockholm,Athletics,Men's,800m
Summer,1956,Gold,USA,United States,Lee CALHOUN,1956 Melbourne / Stockholm,Athletics,Men's,110m hurdles
Summer,1956,Silver,USA,United States,Jack DAVIS,1956 Melbourne / Stockholm,Athletics,Men's,110m hurdles
Summer,1956,Bronze,USA,United States,Joel SHANKLE,1956 Melbourne / Stockholm,Athletics,Men's,110m hurdles
Summer,1956,Gold,USA,United States,Glenn DAVIS,1956 Melbourne / Stockholm,Athletics,Men's,400m hurdles
Summer,1956,Silver,USA,United States,Eddie SOUTHERN,1956 Melbourne / Stockholm,Athletics,Men's,400m hurdles
Summer,1956,Bronze,USA,United States,Josh CULBREATH,1956 Melbourne / Stockholm,Athletics,Men's,400m hurdles
Summer,1956,Gold,USA,United States,"Leamon KING, Thane BAKER, Bobby MORROW, Ira MURCHISON",1956 Melbourne / Stockholm,Athletics,Men's,4x100m relay
Summer,1956,Gold,USA,United States,"Thomas COURTNEY, Jesse MASHBURN, Charles JENKINS, Lou JONES",1956 Melbourne / Stockholm,Athletics,Men's,4x400m relay
Summer,1956,Gold,USA,United States,Gregory Curtis BELL,1956 Melbourne / Stockholm,Athletics,Men's,long jump
Summer,1956,Silver,USA,United States,John BENNETT,1956 Melbourne / Stockholm,Athletics,Men's,long jump
Summer,1956,Gold,USA,United States,Charles DUMAS,1956 Melbourne / Stockholm,Athletics,Men's,high jump
Summer,1956,Gold,USA,United States,Bob RICHARDS,1956 Melbourne / Stockholm,Athletics,Men's,pole vault
Summer,1956,Silver,USA,United States,Bob GUTOWSKI,1956 Melbourne / Stockholm,Athletics,Men's,pole vault
Summer,1956,Gold,USA,United States,Parry O'BRIEN,1956 Melbourne / Stockholm,Athletics,Men's,shot put
Summer,1956,Silver,USA,United States,William NIEDER,1956 Melbourne / Stockholm,Athletics,Men's,shot put
Summer,1956,Gold,USA,United States,Al OERTER,1956 Melbourne / Stockholm,Athletics,Men's,discus throw
Summer,1956,Silver,USA,United States,Fortune GORDIEN,1956 Melbourne / Stockholm,Athletics,Men's,discus throw
Summer,1956,Bronze,USA,United States,Desmond KOCH,1956 Melbourne / Stockholm,Athletics,Men's,discus throw
Summer,1956,Gold,USA,United States,Harold CONNOLLY,1956 Melbourne / Stockholm,Athletics,Men's,hammer throw
Summer,1956,Gold,USA,United States,Milton Gray CAMPBELL,1956 Melbourne / Stockholm,Athletics,Men's,decathlon
Summer,1956,Silver,USA,United States,Rafer JOHNSON,1956 Melbourne / Stockholm,Athletics,Men's,decathlon
Summer,1956,Bronze,USA,United States,"Wilma RUDOLPH, Isabelle DANIELS, Mae FAGGS, Margaret MATTHEWS",1956 Melbourne / Stockholm,Athletics,Women's,4x100m relay
Summer,1956,Silver,USA,United States,Willye WHITE,1956 Melbourne / Stockholm,Athletics,Women's,long jump
Summer,1956,Gold,USA,United States,Mildred MCDANIEL,1956 Melbourne / Stockholm,Athletics,Women's,high jump
Summer,1960,Silver,USA,United States,Dave SIME,1960 Rome,Athletics,Men's,100m
Summer,1960,Silver,USA,United States,Lester Nelson CARNEY,1960 Rome,Athletics,Men's,200m
Summer,1960,Gold,USA,United States,Otis DAVIS,1960 Rome,Athletics,Men's,400m
Summer,1960,Gold,USA,United States,Lee CALHOUN,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Silver,USA,United States,Willie MAY,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Bronze,USA,United States,Hayes JONES,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Gold,USA,United States,Glenn DAVIS,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Silver,USA,United States,Clifton Emmett CUSHMAN,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Bronze,USA,United States,Richard HOWARD,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Gold,USA,United States,"Otis DAVIS, Glenn DAVIS, Jack YERMAN, Earl YOUNG",1960 Rome,Athletics,Men's,4x400m relay
Summer,1960,Gold,USA,United States,Ralph BOSTON,1960 Rome,Athletics,Men's,long jump
Summer,1960,Silver,USA,United States,Irvin ROBERSON,1960 Rome,Athletics,Men's,long jump
Summer,1960,Bronze,USA,United States,John THOMAS,1960 Rome,Athletics,Men's,high jump
Summer,1960,Gold,USA,United States,Don BRAGG,1960 Rome,Athletics,Men's,pole vault
Summer,1960,Silver,USA,United States,Ronald MORRIS,1960 Rome,Athletics,Men's,pole vault
Summer,1960,Gold,USA,United States,William NIEDER,1960 Rome,Athletics,Men's,shot put
Summer,1960,Silver,USA,United States,Parry O'BRIEN,1960 Rome,Athletics,Men's,shot put
Summer,1960,Bronze,USA,United States,Dallas LONG,1960 Rome,Athletics,Men's,shot put
Summer,1960,Gold,USA,United States,Al OERTER,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Silver,USA,United States,Rink BABKA,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Bronze,USA,United States,Richard COCHRAN,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Gold,USA,United States,Rafer JOHNSON,1960 Rome,Athletics,Men's,decathlon
Summer,1960,Gold,USA,United States,Wilma RUDOLPH,1960 Rome,Athletics,Women's,100m
Summer,1960,Gold,USA,United States,Wilma RUDOLPH,1960 Rome,Athletics,Women's,200m
Summer,1960,Gold,USA,United States,"Martha HUDSON, Barbara JONES, Wilma RUDOLPH, Lucinda WILLIAMS",1960 Rome,Athletics,Women's,4x100m relay
Summer,1960,Bronze,USA,United States,Earlene BROWN,1960 Rome,Athletics,Women's,shot put
Summer,1964,Gold,USA,United States,Bob HAYES,1964 Tokyo,Athletics,Men's,100m
Summer,1964,Gold,USA,United States,Henry CARR,1964 Tokyo,Athletics,Men's,200m
Summer,1964,Silver,USA,United States,Paul DRAYTON,1964 Tokyo,Athletics,Men's,200m
Summer,1964,Gold,USA,United States,Mike LARRABEE,1964 Tokyo,Athletics,Men's,400m
Summer,1964,Gold,USA,United States,Robert Keyser SCHUL,1964 Tokyo,Athletics,Men's,5000m
Summer,1964,Bronze,USA,United States,Bill DELLINGER,1964 Tokyo,Athletics,Men's,5000m
Summer,1964,Gold,USA,United States,Billy MILLS,1964 Tokyo,Athletics,Men's,10000m
Summer,1964,Gold,USA,United States,Hayes JONES,1964 Tokyo,Athletics,Men's,110m hurdles
Summer,1964,Silver,USA,United States,Blaine LINDGREN,1964 Tokyo,Athletics,Men's,110m hurdles
Summer,1964,Gold,USA,United States,Warren (Rex) Jay CAWLEY,1964 Tokyo,Athletics,Men's,400m hurdles
Summer,1964,Gold,USA,United States,"Bob HAYES, Gerald Howard ASHWORTH, Paul DRAYTON, Richard STEBBINS",1964 Tokyo,Athletics,Men's,4x100m relay
Summer,1964,Gold,USA,United States,"Ulis WILLIAMS, Henry CARR, Mike LARRABEE, Ollan CASSELL",1964 Tokyo,Athletics,Men's,4x400m relay
Summer,1964,Silver,USA,United States,Ralph BOSTON,1964 Tokyo,Athletics,Men's,long jump
Summer,1964,Silver,USA,United States,John THOMAS,1964 Tokyo,Athletics,Men's,high jump
Summer,1964,Bronze,USA,United States,John RAMBO,1964 Tokyo,Athletics,Men's,high jump
Summer,1964,Gold,USA,United States,Fred HANSEN,1964 Tokyo,Athletics,Men's,pole vault
Summer,1964,Gold,USA,United States,Dallas LONG,1964 Tokyo,Athletics,Men's,shot put
Summer,1964,Silver,USA,United States,Randy MATSON,1964 Tokyo,Athletics,Men's,shot put
Summer,1964,Gold,USA,United States,Al OERTER,1964 Tokyo,Athletics,Men's,discus throw
Summer,1964,Bronze,USA,United States,David Lawson WEILL,1964 Tokyo,Athletics,Men's,discus throw
Summer,1964,Gold,USA,United States,Wyomia TYUS,1964 Tokyo,Athletics,Women's,100m
Summer,1964,Silver,USA,United States,Edith MCGUIRE,1964 Tokyo,Athletics,Women's,100m
Summer,1964,Gold,USA,United States,Edith MCGUIRE,1964 Tokyo,Athletics,Women's,200m
Summer,1964,Silver,USA,United States,"Edith MCGUIRE, Wyomia TYUS, Willye WHITE, Marilyn WHITE",1964 Tokyo,Athletics,Women's,4x100m relay
Summer,1968,Gold,USA,United States,Jim HINES,1968 Mexico,Athletics,Men's,100m
Summer,1968,Bronze,USA,United States,Charlie GREENE,1968 Mexico,Athletics,Men's,100m
Summer,1968,Gold,USA,United States,Tommie SMITH,1968 Mexico,Athletics,Men's,200m
Summer,1968,Bronze,USA,United States,John CARLOS,1968 Mexico,Athletics,Men's,200m
Summer,1968,Gold,USA,United States,Lee EVANS,1968 Mexico,Athletics,Men's,400m
Summer,1968,Silver,USA,United States,Larry JAMES,1968 Mexico,Athletics,Men's,400m
Summer,1968,Bronze,USA,United States,Ron FREEMAN,1968 Mexico,Athletics,Men's,400m
Summer,1968,Bronze,USA,United States,Thomas Francis FARRELL,1968 Mexico,Athletics,Men's,800m
Summer,1968,Silver,USA,United States,Jim RYUN,1968 Mexico,Athletics,Men's,1500m
Summer,1968,Gold,USA,United States,Willie DAVENPORT,1968 Mexico,Athletics,Men's,110m hurdles
Summer,1968,Silver,USA,United States,Ervin HALL,1968 Mexico,Athletics,Men's,110m hurdles
Summer,1968,Bronze,USA,United States,George YOUNG,1968 Mexico,Athletics,Men's,3000m steeplechase
Summer,1968,Gold,USA,United States,"Ronnie Ray SMITH, Charlie GREENE, Melvin Jr. PENDER, Jim HINES",1968 Mexico,Athletics,Men's,4x100m relay
Summer,1968,Gold,USA,United States,"Lee EVANS, Vince MATTHEWS, Ron FREEMAN, Larry JAMES",1968 Mexico,Athletics,Men's,4x400m relay
Summer,1968,Bronze,USA,United States,Larry YOUNG,1968 Mexico,Athletics,Men's,50km walk
Summer,1968,Gold,USA,United States,Bob BEAMON,1968 Mexico,Athletics,Men's,long jump
Summer,1968,Bronze,USA,United States,Ralph BOSTON,1968 Mexico,Athletics,Men's,long jump
Summer,1968,Gold,USA,United States,Dick FOSBURY,1968 Mexico,Athletics,Men's,high jump
Summer,1968,Silver,USA,United States,Edward J. Jr. CARUTHERS,1968 Mexico,Athletics,Men's,high jump
Summer,1968,Gold,USA,United States,Bob SEAGREN,1968 Mexico,Athletics,Men's,pole vault
Summer,1968,Gold,USA,United States,Randy MATSON,1968 Mexico,Athletics,Men's,shot put
Summer,1968,Silver,USA,United States,George WOODS,1968 Mexico,Athletics,Men's,shot put
Summer,1968,Gold,USA,United States,Al OERTER,1968 Mexico,Athletics,Men's,discus throw
Summer,1968,Gold,USA,United States,Bill TOOMEY,1968 Mexico,Athletics,Men's,decathlon
Summer,1968,Gold,USA,United States,Wyomia TYUS,1968 Mexico,Athletics,Women's,100m
Summer,1968,Silver,USA,United States,Barbara FERRELL,1968 Mexico,Athletics,Women's,100m
Summer,1968,Gold,USA,United States,Madeline MANNING-JACKSON,1968 Mexico,Athletics,Women's,800m
Summer,1968,Gold,USA,United States,"Mildrette NETTER, Barbara FERRELL, Margaret BAILES, Wyomia TYUS",1968 Mexico,Athletics,Women's,4x100m relay
Summer,1972,Silver,USA,United States,Robert TAYLOR,1972 Munich,Athletics,Men's,100m
Summer,1972,Silver,USA,United States,Larry BLACK,1972 Munich,Athletics,Men's,200m
Summer,1972,Gold,USA,United States,Vince MATTHEWS,1972 Munich,Athletics,Men's,400m
Summer,1972,Silver,USA,United States,Wayne COLLETT,1972 Munich,Athletics,Men's,400m
Summer,1972,Gold,USA,United States,David James WOTTLE,1972 Munich,Athletics,Men's,800m
Summer,1972,Gold,USA,United States,Frank Charles SHORTER,1972 Munich,Athletics,Men's,marathon
Summer,1972,Gold,USA,United States,Rod MILBURN,1972 Munich,Athletics,Men's,110m hurdles
Summer,1972,Bronze,USA,United States,Thomas HILL,1972 Munich,Athletics,Men's,110m hurdles
Summer,1972,Silver,USA,United States,Ralph MANN,1972 Munich,Athletics,Men's,400m hurdles
Summer,1972,Gold,USA,United States,"Robert TAYLOR, Gerald TINKER, Eddie HART, Larry BLACK",1972 Munich,Athletics,Men's,4x100m relay
Summer,1972,Bronze,USA,United States,Larry YOUNG,1972 Munich,Athletics,Men's,50km walk
Summer,1972,Gold,USA,United States,Randel Luvelle WILLIAMS,1972 Munich,Athletics,Men's,long jump
Summer,1972,Bronze,USA,United States,Arnie ROBINSON,1972 Munich,Athletics,Men's,long jump
Summer,1972,Bronze,USA,United States,Dwight STONES,1972 Munich,Athletics,Men's,high jump
Summer,1972,Silver,USA,United States,Bob SEAGREN,1972 Munich,Athletics,Men's,pole vault
Summer,1972,Bronze,USA,United States,Jan JOHNSON,1972 Munich,Athletics,Men's,pole vault
Summer,1972,Silver,USA,United States,George WOODS,1972 Munich,Athletics,Men's,shot put
Summer,1972,Silver,USA,United States,L.Jay SILVESTER,1972 Munich,Athletics,Men's,discus throw
Summer,1972,Bronze,USA,United States,William David SCHMIDT,1972 Munich,Athletics,Men's,javelin throw
Summer,1972,Bronze,USA,United States,Kathleen HAMMOND,1972 Munich,Athletics,Women's,400m
Summer,1972,Silver,USA,United States,"Mabel FERGERSON, Cheryl TOUSSAINT, Madeline MANNING-JACKSON, Kathleen HAMMOND",1972 Munich,Athletics,Women's,4x400m relay
